companyNumber,companyName,sicCodes,companyType,cashInBank,financialYearEnd,dateOfIncorporation,ageOfCompany,location,country,postcode,streetAddress
13763256,EMG ELECTRICAL LTD,['43210'],ltd,"[-1010101, -1010101]","['2022-10-31', 'None']",2021-11-24,1,Neath,Wales,SA10 6LS,55 Old Road
13009728,AYSEN BEAUTY TREATMENT LTD,['96020'],ltd,"[382, 101]","['2022-06-30', '2021-06-30']",2020-11-11,2,Neath,Wales,SA10 9DN,1a High Street
12640707,AITRES LTD,['68209'],ltd,"[-1010101, 1188]","['2021-06-30', '2022-07-31']",2020-06-02,2,Neath,Wales,SA10 6TP,1 Jubilee Crescent
13515033,DAVAD DESIGNS LTD,['74100'],ltd,"[-1010101, -1010101]","['2022-06-30', 'None']",2021-07-16,1,Neath,Wales,SA10 8ND,3 March Hywel
12919707,EVERYDAY CREATIONS LIMITED,['47910'],ltd,"[100, -1010101]","['2021-10-31', 'None']",2020-10-01,2,Neath,Wales,SA10 8EQ,30a Ffynnon Dawel
12953789,MACS PROPERTIES LTD,['68209'],ltd,"[1103, -1010101]","['2021-10-31', 'None']",2020-10-15,2,Neath,Wales,SA10 6HD,174 New Road
14260217,THE DRACO PROJECT CIC,['85590'],private-limited-guarant-nsc,"[-1010101, -1010101]","['None', 'None']",2022-07-27,0,Neath,Wales,SA10 7LB,22 Heol Penlan
12709782,ACORN PROGRESSION CIC,['55900'],private-limited-guarant-nsc,"[-1010101, -1010101]","['None', 'None']",2020-07-01,2,Neath,Wales,SA10 9DP,3 Martyns Avenue
13487731,MULLANEDA LTD,['49410'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-07-01,1,Neath,Wales,SA11 2JE,Flat 5
14262657,IBA TOURING LTD,['93290'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-07-28,0,Neath,Wales,SA10 6JH,7 St. Margarets Avenue
09724501,SUGARLOAF HOLDINGS LTD,"['01500', '55900', '68209', '85590']",ltd,"[1, 1]","['2021-10-31', '2020-10-31']",2015-08-10,7,Neath,Wales,SA13 2PY,Penycastell Farm
09677758,SOMETHING FINANCIAL LTD,['69203'],ltd,"[51133, 29026]","['2021-07-31', '2020-07-31']",2015-07-09,7,Neath,Wales,SA11 2DX,43 Upper Bank Chambers  43 Neath Road
11009958,SWANSEA BAY BUSINESS SUPPORT LIMITED,['70229'],ltd,"[-1010101, -1010101]","['2021-10-31', '2020-10-31']",2017-10-12,5,Neath,Wales,SA10 8BE,9 Stanley Place
07908821,DRAGON THERMAL (SOUTH WALES) LTD.,['33190'],ltd,"[17881, 19622]","['2021-04-29', '2020-04-29']",2012-01-13,10,Carmarthen,Wales,SA33 6AA,Bryn Villa
05965955,BARTONS YARD MANAGEMENT COMPANY LIMITED,['98000'],private-limited-guarant-nsc,"[3860, 3972]","['2021-10-31', '2020-10-31']",2006-10-13,16,Carmarthen,Wales,SA32 8SD,Swn Y Coed
08467755,OFFICE FURNITURE SOLUTIONS LTD,['46650'],ltd,"[174, 172]","['2021-04-30', '2020-04-30']",2013-04-02,9,Carmarthen,Wales,SA32 7QY,Glasfryn
08350856,INFORMATIC INTEGRATION LIMITED,['62020'],ltd,"[-1010101, -1010101]","['2021-01-31', '2020-01-31']",2013-01-08,9,Carmarthen,Wales,SA31 1TS,27 Parc-Y-Delyn
03386093,CARMARTHEN DOMESTIC ABUSE SERVICES LIMITED,"['55900', '63990', '88990', '94990']",private-limited-guarant-nsc,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",1997-06-12,25,Carmarthen,Wales,SA31 1QG,Ty Myrddin
03921385,CARMARTHEN CAMERA CENTRE LIMITED,['47799'],ltd,"[931180, 569888]","['2021-02-28', '2020-02-29']",2000-02-08,22,Carmarthen,Wales,SA31 1QX,Zion Chapel
01929956,VISIONPLUS (CARMARTHEN) LIMITED,['47782'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",1985-07-11,37,Carmarthen,Wales,SA31 3BN,23 Merlin's Walk
08755722,DAVIES SISTERS LTD,['41100'],ltd,"[1, 1]","['2021-10-31', '2020-10-31']",2013-10-31,9,Carmarthen,Wales,SA31 2NF,Llys Deri
08497461,LANGDON MILL FARMS LIMITED,['01410'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2013-04-22,9,Carmarthen,Wales,SA31 2NF,Llys Deri
08595297,H B ENOCH & OWEN LTD,['69201'],ltd,"[115135, 4325]","['2021-03-31', '2020-03-31']",2013-07-03,9,Carmarthen,Wales,SA31 1LE,1 Spilman Street
08584483,BYRON'S BUTCHERS LTD,['47220'],ltd,"[319137, 287984]","['2021-06-30', '2020-06-30']",2013-06-25,9,Carmarthen,Wales,SA31 2NF,Llys Deri
08408053,SS GODDARD LIMITED,['43999'],ltd,"[2825, -1010101]","['2021-05-30', '2020-05-30']",2013-02-18,9,Carmarthen,Wales,SA31 2NF,Llys Deri
08525660,CLIFF JENKINS AGRI SERVICES LIMITED,['33190'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2013-05-13,9,Carmarthen,Wales,SA33 5QY,Ael Y Bryn Llanboidy Road
05591725,SAZANI ASSOCIATES,['85600'],private-limited-guarant-nsc-limited-exemption,"[41705, 44401]","['2021-09-30', '2020-09-30']",2005-10-13,17,Carmarthen,Wales,SA31 1QL,Unit 1 Dark Gate Offices  3 Red Street
05631626,THE COTHI BRIDGE AGRICULTURAL SOCIETY,['94990'],private-limited-guarant-nsc-limited-exemption,"[-1010101, -1010101]","['2021-09-30', '2020-09-30']",2005-11-22,17,Carmarthen,Wales,SA32 7LG,Maesycrug Station Road
06044972,DEBT AND CREDIT SOLUTIONS LIMITED,['64999'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2007-01-08,15,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
06476631,ENABLING APPLICATIONS LTD,['61100'],ltd,"[29975, 20390]","['2021-01-31', '2020-01-31']",2008-01-17,14,Carmarthen,Wales,SA33 4PB,Elm Cottage
07138799,DHT CONSULTANCY LIMITED,"['70229', '82990']",ltd,"[-1010101, 1021]","['2022-01-31', '2021-01-31']",2010-01-28,12,Carmarthen,Wales,SA33 4LA,Clynnog Cottage
07661028,CRESSELLY ARMS LTD,['56302'],ltd,"[16336, 6018]","['2020-06-30', '2019-06-30']",2011-06-07,11,Carmarthen,Wales,SA32 7NG,Cresselly Arms Pontargothi
07665142,MONTAGUE FOX LIMITED,"['41100', '62090']",ltd,"[33481, 8498]","['2021-06-30', '2020-06-30']",2011-06-10,11,Carmarthen,Wales,SA31 3LN,The Old School
04677191,A1 CONCRETE PRODUCTS (CYMRU) LIMITED,['23610'],ltd,"[25719, -1010101]","['2021-02-28', '2020-02-29']",2003-02-25,19,Carmarthen,Wales,SA31 3LN,The Old School
04142065,SPEARMARSH LTD,['47990'],ltd,"[48292, 52788]","['2021-03-26', '2020-03-26']",2001-01-16,21,Carmarthen,Wales,SA33 4PA,Fairways
04743429,BEEYOND LIMITED,['85590'],ltd,"[74983, 64852]","['2021-05-31', '2020-05-31']",2003-04-24,19,Carmarthen,Wales,SA31 3LN,The Old School
04922356,JOHN JAMES MUSIC LIMITED,['47591'],ltd,"[28640, 20058]","['2021-08-30', '2020-08-30']",2003-10-06,19,Carmarthen,Wales,SA31 2NF,Llys Deri
05119372,JONES & MAHER LIMITED,['41202'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2004-05-05,18,Carmarthen,Wales,SA31 1TX,Brynamlwg Yard
09020322,MATTHEW L JONES LTD,['96030'],ltd,"[86099, 67594]","['2021-03-31', '2020-03-31']",2014-05-01,8,Carmarthen,Wales,SA31 3RP,Waun-Y-Groes
09158844,MEADOW FARM TENBY LTD,['55300'],ltd,"[129163, 84793]","['2021-09-30', '2020-09-30']",2014-08-04,8,Carmarthen,Wales,SA31 2NF,Llys Deri
09000822,MORGAN ELIS LIMITED,['69102'],ltd,"[84334, 78215]","['2021-03-31', '2020-03-31']",2014-04-16,8,Carmarthen,Wales,SA31 1QX,14 Mansel Street
09486158,GŴYL HANES CYMRU I BLANT / CHILDREN'S FESTIVAL OF WELSH HISTORY CYF,['90010'],private-limited-guarant-nsc,"[0, 0]","['2021-03-31', '2020-03-31']",2015-03-12,7,Carmarthen,Wales,SA33 5JG,Underhill House
09501889,PENDERYN PROPERTIES LIMITED,['68320'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2015-03-20,7,Carmarthen,Wales,SA33 6ET,Penderyn
09504703,JEFF JAMES (WALES) LIMITED,['42990'],ltd,"[-1010101, -1010101]","['2022-03-31', '2021-03-31']",2015-03-23,7,Carmarthen,Wales,SA31 1TS,11 Parcydelyn
09510213,RED KITE DENTAL CARE LIMITED,['86230'],ltd,"[808, 611]","['2021-06-30', '2020-06-30']",2015-03-25,7,Carmarthen,Wales,SA31 1LE,1 Spilman Street
09273035,M.A.L.D. ENERGY LTD,['35110'],ltd,"[7984, 12106]","['2021-03-31', '2020-03-31']",2014-10-21,8,Carmarthen,Wales,SA31 2NF,Llys Deri
09350779,LEWIS SOLAR LTD,['35140'],ltd,"[894, 942]","['2021-03-31', '2020-03-31']",2014-12-11,8,Carmarthen,Wales,SA31 2NF,Llys Deri
09362514,E. J. THOMAS & SON LIMITED,['02100'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2014-12-19,8,Carmarthen,Wales,SA33 6BJ,Cae Pennant
09530289,LEARN 2BU LTD,['85200'],ltd,"[-1010101, 288]","['2019-04-30', '2018-04-30']",2015-04-08,7,Carmarthen,Wales,SA31 2NF,Llys Deri
09202278,ROB THOMAS LTD,['81300'],ltd,"[2064, 8760]","['2021-07-31', '2020-07-31']",2014-09-03,8,Carmarthen,Wales,SA31 2NF,Llys Deri
06770740,HAVARD TISDALE LIMITED,['68320'],ltd,"[986126, 969474]","['2021-06-30', '2020-06-30']",2008-12-11,14,Carmarthen,Wales,SA31 3AL,24 Lammas Street
07702214,GALENA 2 LIMITED,['88990'],ltd,"[-1010101, -1010101]","['2021-07-31', '2020-07-31']",2011-07-12,11,Carmarthen,Wales,SA32 7PG,Waun-Yr-Ewig
07773878,READY PLANT & TOOL HIRE LIMITED,['77320'],ltd,"[44253, 10936]","['2021-03-31', '2020-03-31']",2011-09-14,11,Carmarthen,Wales,SA31 2NF,Llys Deri
05916730,NWN LTD,['41202'],ltd,"[1839, 2212]","['2021-09-30', '2020-09-30']",2006-08-25,16,Carmarthen,Wales,SA31 2NF,Llys Deri
05966208,S & A DAVIES & DAUGHTERS LIMITED,['01410'],ltd,"[873, 1178]","['2021-03-31', '2020-03-31']",2006-10-13,16,Carmarthen,Wales,SA31 2NF,Llys Deri
01204259,WELSH RAILWAY TRUST LTD,['94990'],private-limited-guarant-nsc,"[182888, -1010101]","['2021-12-31', '2020-12-31']",1975-03-19,47,Carmarthen,Wales,SA33 6HT,Bronwydd Arms Station
01385327,GWASG GREGYNOG LIMITED,['58110'],private-limited-guarant-nsc,"[-1010101, -1010101]","['2022-07-31', '2021-03-31']",1978-08-23,44,Carmarthen,Wales,SA31 3EP,Uwtsd Uwtsd
13222031,GLOBE HOUSE LTD,"['41100', '41202', '91030']",ltd,"[1000, -1010101]","['2022-02-28', 'None']",2021-02-24,1,Carmarthen,Wales,SA33 4SA,Globe House Market Street
14156867,TWH LEGAL CONSULTANCY LIMITED,['69102'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-06-07,0,Carmarthen,Wales,SA31 2AL,31 Bronwydd Road
14158716,SGILIAU LLANDEILO CYF,['88910'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-06-08,0,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
06271857,SMART VETERINARY CLINIC LIMITED,['75000'],ltd,"[68887, 121310]","['2021-03-31', '2020-03-31']",2007-06-07,15,Carmarthen,Wales,SA32 7AJ,Llainffynnon
04014559,CARMARTHENSHIRE RECYCLING COMPANY LIMITED,['38210'],ltd,"[1, 1]","['2021-12-31', '2020-12-31']",2000-06-14,22,Carmarthen,Wales,SA32 8BG,Head Office
08158608,FIRST SENTRY SECURITY LIMITED,['80100'],ltd,"[4385, 8280]","['2021-07-31', '2020-07-31']",2012-07-26,10,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
13265394,RCJ AESTHETICS LIMITED,['86900'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-03-15,1,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
08617999,PMO PROPERTY LTD,['82990'],ltd,"[2953, -1010101]","['2019-07-31', '2019-07-28']",2013-07-22,9,Carmarthen,Wales,SA31 2NF,Llys Deri
05224767,SGEMA CYF,['70229'],ltd,"[-1010101, -1010101]","['2021-03-31', '2020-03-31']",2004-09-07,18,Carmarthen,Wales,SA31 9EF,175 Carmarthen
03569417,SPRINGWATER LAKES LTD.,['93290'],ltd,"[-1010101, -1010101]","['2022-05-31', '2021-05-31']",1998-05-22,24,Carmarthen,Wales,SA31 3AL,24 Lammas Street
14305842,SEREN CONTRACTING LTD,['70229'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-08-19,0,Carmarthen,Wales,SA32 8BN,Ty Cynheidre
13676166,MERIDIAN OIL FIELD SUPERVISION LTD,['82990'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-10-13,1,Carmarthen,Wales,SA18 3TE,39 Newtown
12342065,LAN FARM LTD,['01410'],ltd,"[100, 100]","['2021-12-31', '2020-12-31']",2019-12-02,3,Carmarthen,Wales,SA33 5NY,Lan Farm
12121716,CLIPPERTASTIC DOG GROOMING LTD,['96090'],ltd,"[1, 1]","['2021-07-31', '2020-07-31']",2019-07-25,3,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
05627013,TREGNI LTD,"['59112', '74209']",ltd,"[542, 3043]","['2021-12-31', '2020-12-31']",2005-11-17,17,Carmarthen,Wales,SA33 4QG,3 Clifton Street
11715446,SIRWAN LTD,['96090'],ltd,"[128, -1010101]","['2021-12-31', '2020-12-31']",2018-12-06,4,Carmarthen,Wales,SA31 1QD,31 Jacksons Lane
OC358724,ANDREW LACEY LLP,['None'],llp,"[-1010101, -1010101]","['2021-10-31', '2020-10-31']",2010-10-15,12,Carmarthen,Wales,SA33 5HG,Llysawelon
11019681,CAMBRIAN MENTAL HEALTH LAW LTD.,['69102'],ltd,"[32548, 29316]","['2021-10-31', '2020-10-31']",2017-10-18,5,Carmarthen,Wales,SA31 1BH,18 King Street
04847973,ROBINSON RECYCLING LIMITED,['25990'],ltd,"[9654, 122721]","['2021-03-31', '2020-03-31']",2003-07-28,19,Carmarthen,Wales,SA31 2PG,Llys Wansford
10996404,P AND R NETWORKS LTD,['42220'],ltd,"[20742, 10197]","['2021-10-31', '2020-10-31']",2017-10-04,5,Carmarthen,Wales,SA31 3BX,Flat 2 28 Picton Terrace
12760154,BARCH LTD,['93110'],ltd,"[10565, 1]","['2022-07-31', '2021-07-31']",2020-07-22,2,Carmarthen,Wales,SA32 8AJ,Ty Dderwen
11062694,BLUE MOUNTAIN GROUP LTD,['64209'],ltd,"[1301, 1201]","['2022-04-30', '2021-04-30']",2017-11-14,5,Carmarthen,Wales,SA31 3AL,24 Lammas Street
06411267,GWILI DEVELOPMENTS LIMITED,['41202'],ltd,"[4789, 4788]","['2021-10-31', '2020-10-31']",2007-10-29,15,Carmarthen,Wales,SA31 3LN,The Old School
14252555,J & S CLEANING SERVICES LTD,['81299'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-07-25,0,Carmarthen,Wales,SA31 1TP,13 Bro Hedydd
07537616,JONES CLIVE LIMITED,['99999'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2011-02-21,11,Carmarthen,Wales,SA33 4AJ,Clarehill Farmhouse Ostrey Hill
12165640,THEL GROUP LIMITED,['56101'],ltd,"[306824, -1010101]","['2021-07-31', '2020-07-31']",2019-08-20,3,Carmarthen,Wales,SA31 3JP,Dexters On The Quay
09818165,GUV'S TAXIS LTD,['49320'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2015-10-09,7,Carmarthen,Wales,SA31 2JZ,Cedars Mount Pleasant
12268864,EVENTS FLOW LIMITED,['59112'],ltd,"[1, 1]","['2021-10-31', '2020-10-31']",2019-10-17,3,Carmarthen,Wales,SA33 4PA,Fairways
12268783,UB EVENTS LIMITED,['59112'],ltd,"[1, 1]","['2021-10-31', '2020-10-31']",2019-10-17,3,Carmarthen,Wales,SA33 4PA,Fairways
14255454,ELITE CONSTRUCTION AND PLASTERING LTD,['43390'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-07-25,0,Carmarthen,Wales,SA32 8NX,16 Is-Y-Llan
12249545,SENSIBLE FINANCIAL MANAGEMENT LTD,['70221'],ltd,"[963, 33398]","['2021-10-31', '2020-10-31']",2019-10-08,3,Carmarthen,Wales,SA32 8QD,The Gables
10895156,THE BEVERAGE BARON LTD,['47910'],ltd,"[-1010101, -1010101]","['2021-08-31', '2020-08-31']",2017-08-02,5,Carmarthen,Wales,SA31 3AP,110a Lammas Street
13495354,LLANELLI PERFORMANCE CENTRE LTD,['93199'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-07-06,1,Carmarthen,Wales,SA33 4PA,Fairways
08874087,PHOENIX PROPERTIES (WALES) LIMITED,['41202'],ltd,"[121797, 24183]","['2021-02-28', '2020-02-28']",2014-02-04,8,Carmarthen,Wales,SA33 4FA,Anchors Rest 3 Bay View
10500397,DUTCH CRUNCH LTD,['99999'],ltd,"[1, 1]","['2021-11-30', '2020-11-30']",2016-11-28,6,Carmarthen,Wales,SA31 3DW,20 St. David's Avenue
09405670,HOUSEBOATS AND BARGES LIMITED,['42990'],ltd,"[3898, 29636]","['2021-03-31', '2020-03-31']",2015-01-26,7,Carmarthen,Wales,SA32 7RG,Ffinnant
09432813,FIONA CARDIS LTD,['47910'],ltd,"[-1010101, -1010101]","['2022-02-28', '2021-02-28']",2015-02-10,7,Carmarthen,Wales,SA33 5HX,Pentrenewydd
14275194,BARIE EVANS AND SON LTD,['41202'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-08-03,0,Carmarthen,Wales,SA31 3LX,4 Maes Y Dderwen
03418713,S4C MASNACHOL CYF,['60200'],ltd,"[-1010101, -1010101]","['2022-03-31', '2021-03-31']",1997-08-13,25,Carmarthen,Wales,SA31 3EQ,Canolfan S4c Yr Egin
03418710,S4C DIGITAL MEDIA LIMITED,['60200'],ltd,"[-1010101, -1010101]","['2022-03-31', '2021-03-31']",1997-08-13,25,Carmarthen,Wales,SA31 3EQ,Canolfan S4c Yr Egin
12167115,TARGET SPORTS EQUIPMENT LTD,['93199'],ltd,"[1, -1010101]","['2020-08-31', 'None']",2019-08-21,3,Carmarthen,Wales,SA31 1TB,Inn On The Hill
13466343,HAFAN PERERINION CYF,['55209'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-06-19,1,Carmarthen,Wales,SA33 5AN,Brodle Farm
09913241,MAWRTH MIER SERVICES LTD,['99999'],ltd,"[-1010101, -1010101]","['2021-12-31', '2020-12-31']",2015-12-11,7,Carmarthen,Wales,SA33 6JD,Parc Yr Ebol
13585211,RAHMAN TAKEAWAY LIMITED,['56101'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-08-25,1,Carmarthen,Wales,SA31 1LR,Farrins Takeaway  133-134 Priory Street
12848757,CELTIC TUNA LIMITED,"['03110', '14190', '59113', '60200']",ltd,"[742, -1010101]","['2021-08-31', 'None']",2020-08-31,2,Carmarthen,Wales,SA32 7LQ,Llain Fawr
12429544,SIARP LIMITED,['62020'],ltd,"[187490, 46408]","['2022-01-31', '2021-01-31']",2020-01-28,2,Carmarthen,Wales,SA31 2HA,7 Penybanc
13381131,MILL BARN CAMPSITE LTD,['55300'],ltd,"[-1010101, -1010101]","['2022-05-31', 'None']",2021-05-07,1,Carmarthen,Wales,SA33 6UJ,Ysgubor Felin
11083599,GREEN PIONEERING LTD,['43999'],ltd,"[21823, 38292]","['2021-11-30', '2020-11-30']",2017-11-27,5,Carmarthen,Wales,SA33 6TH,The Vicarage
06576207,GREENACRE ENVIRONMENTAL SERVICES LIMITED,['81300'],ltd,"[-1010101, -1010101]","['2022-04-30', '2021-04-30']",2008-04-24,14,Carmarthen,Wales,SA31 3LN,The Old School
12130871,S&K CAR TRANSPORTATION LTD,['52290'],ltd,"[-1010101, -1010101]","['2020-07-31', 'None']",2019-07-31,3,Carmarthen,Wales,SA33 6TP,Derwyyd Garage
10304712,VIZUAL ALCHEMY -UK LIMITED,['82990'],ltd,"[2692, -1010101]","['2021-08-30', '2021-08-30']",2016-08-01,6,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
09715550,GR WALDRON CONSULTANCY LIMITED,['74909'],ltd,"[-1010101, -1010101]","['2021-08-31', '2019-08-31']",2015-08-03,7,Carmarthen,Wales,SA32 8PH,Llethr Llestri Lodge
12150931,BB AEROSPACE LTD,['33160'],ltd,"[1438, -1010101]","['2021-08-30', '2021-08-30']",2019-08-12,3,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
14293396,AH CARMS LTD,['56102'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-08-12,0,Carmarthen,Wales,SA31 1QX,5 Mansel Street
13547659,CAUSEWAY TREES LTD,"['45112', '81300']",ltd,"[-1010101, -1010101]","['None', 'None']",2021-08-04,1,Carmarthen,Wales,SA33 4RP,Causeway Bungalow
08267248,GROUND TECH LIMITED,['81300'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-10-24,10,Carmarthen,Wales,SA33 6UT,Nantgerdinen
14343572,SPRINKLER PUMPS UK LTD,['28131'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-09-07,0,Carmarthen,Wales,SA31 1LP,Ty Myrddin
12686239,K R GUEST GROUNDWORKS LTD,['43290'],ltd,"[4571, 562]","['2022-06-30', '2021-06-30']",2020-06-20,2,Carmarthen,Wales,SA33 4BD,4 Clos Pentre
10589311,TURTLE PURPLE LIMITED,['47190'],ltd,"[-1010101, -1010101]","['2019-03-31', '2019-03-31']",2017-01-30,5,Carmarthen,Wales,SA31 1BS,Turtle Purple Limited  31 King Street
10379021,STONEHENGE GEMS LIMITED,['46480'],ltd,"[888, -1010101]","['2021-03-31', '2019-03-31']",2016-09-16,6,Carmarthen,Wales,SA31 1PN,Nona
14371743,G W PHILLIPS ELECTRICAL LIMITED,['43210'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-09-22,0,Carmarthen,Wales,SA33 6TQ,1 Ger Y Duad
13584401,CARPEDI CARTREFI CYNNES CYF,['47530'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-08-25,1,Carmarthen,Wales,SA31 3LX,4 Maes Y Dderwen
07294856,BULL'S EYE LANTERN LTD,['59113'],ltd,"[83, -1010101]","['2021-12-31', '2021-12-31']",2010-06-24,12,Carmarthen,Wales,SA31 2NR,Brangwyn
14370265,T & T WASTE HOLDINGS LTD,['38210'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-09-22,0,Carmarthen,Wales,SA33 5LF,Ridgeway
11749808,ALL EARS LTD,['86900'],ltd,"[9266, 16296]","['2022-01-31', '2021-01-31']",2019-01-04,3,Carmarthen,Wales,SA31 3GH,3 Llwyn Yr Eos
10650553,BOUNDLESS INSPIRATION LIMITED,"['74100', '82200']",ltd,"[0, -1010101]","['2021-12-31', '2020-12-31']",2017-03-03,5,Carmarthen,Wales,SA31 3LW,2nd & 3rd Floor
13999446,STALLBLANKTIMES LTD,['49410'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-03-24,0,Carmarthen,Wales,SA31 3EH,8 Crispin Avenue
14001905,STANDLEENS LTD,['49410'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-03-25,0,Carmarthen,Wales,SA31 3EH,8 Crispin Avenue
12113247,SNOWDROP EVENTS LTD,['77390'],ltd,"[1929, 4188]","['2021-07-31', '2020-07-31']",2019-07-19,3,Carmarthen,Wales,SA32 7TR,Cwmgellifawr
14179283,ISBJ HOLDINGS LTD,['68320'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-06-17,0,Carmarthen,Wales,SA31 1LD,7 Conduit Lane
14203361,PETFFISIO CYF,['75000'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-06-29,0,Carmarthen,Wales,SA32 8ED,Garthowen Farm
14210923,POBL SOLUTIONS LTD,"['47810', '56103', '56290', '78300']",ltd,"[-1010101, -1010101]","['None', 'None']",2022-07-03,0,Carmarthen,Wales,SA31 2EN,14 Abbey Mead
14223984,CEGIN HEDYN CIC,['56102'],private-limited-guarant-nsc,"[-1010101, -1010101]","['None', 'None']",2022-07-08,0,Carmarthen,Wales,SA33 6AE,Cwm Gwennol
14051395,INDIAN IMPORTS LTD,['46610'],ltd,"[-1010101, -1010101]","['None', 'None']",2022-04-19,0,Carmarthen,Wales,SA33 6BB,Henallt Fawr
08617468,D MELVYN REES & SON LTD,['45200'],ltd,"[64061, 60410]","['2021-07-31', '2020-07-31']",2013-07-19,9,Carmarthen,Wales,SA31 2NF,Llys Deri
13403973,BARAQA CONSULTANCY SERVICES LIMITED,"['86210', '86220']",ltd,"[-1010101, -1010101]","['2022-05-31', 'None']",2021-05-17,1,Carmarthen,Wales,SA31 2HB,1 Ael Y Bryn
12640380,33 PROMOTIONS LIMITED,['93199'],private-limited-guarant-nsc,"[0, -1010101]","['2022-06-30', '2021-06-30']",2020-06-02,2,Carmarthen,Wales,SA33 5AH,Y Nant Brook
13484980,GAIA REMEDIES LTD,['47290'],ltd,"[-1010101, -1010101]","['2022-06-30', 'None']",2021-06-30,1,Carmarthen,Wales,SA32 8LP,2 Gelli Newydd
12700119,BLUE MOUNTAIN ADVISORY LTD,['70229'],ltd,"[-1010101, -1010101]","['2022-04-30', '2022-04-30']",2020-06-26,2,Carmarthen,Wales,SA31 3AL,24 Lammas Street
02918478,CARMARTHEN AND DISTRICT AUTOGRASS CLUB LIMITED,['93199'],private-limited-guarant-nsc,"[2194, -1010101]","['2021-10-30', '2020-10-31']",1994-04-13,28,Carmarthen,Wales,SA33 6BX,Rhyd Y Gaer
06927835,COPEFIELD CONSTRUCTION LIMITED,['42990'],ltd,"[169840, 165929]","['2022-06-30', '2021-06-30']",2009-06-09,13,Carmarthen,Wales,SA31 2NF,Llys Deri
12879069,RICHEFOND WALES LTD,['66120'],ltd,"[1, -1010101]","['2021-09-30', 'None']",2020-09-14,2,Carmarthen,Wales,SA31 3HX,8 Parc Starling
10617377,PRAGMATIC LAW LIMITED,['82990'],ltd,"[100, 100]","['2022-02-28', '2021-02-28']",2017-02-13,5,Carmarthen,Wales,SA31 2NF,Llys Deri
12955833,GP AMAETH CYF,['01629'],ltd,"[12324, -1010101]","['2021-10-31', 'None']",2020-10-16,2,Carmarthen,Wales,SA32 7NG,Cresselly Arms
13595839,WOW WATER LTD,['42910'],ltd,"[-1010101, -1010101]","['None', 'None']",2021-09-01,1,Carmarthen,Wales,SA32 7TQ,Yr Hen Ysgol
12915725,IMPACT HEALTHCARE CONSULTING LTD,['70229'],ltd,"[695, -1010101]","['2021-09-30', 'None']",2020-09-30,2,Carmarthen,Wales,SA32 8SD,Swn Y Coed
14388087,CARMARTHEN COMMUNITY LEISURE LTD,['93110'],private-limited-guarant-nsc,"[-1010101, -1010101]","['None', 'None']",2022-09-30,0,Carmarthen,Wales,SA31 2NG,Unit 2d Myrtle Hill
07933171,LINGUANI LTD,['63990'],ltd,"[-1010101, -1010101]","['2022-03-31', '2021-03-31']",2012-02-02,10,Carmarthen,Wales,SA31 3AF,1 Maes Y Glyn
13157901,LITTLE MILL EVENTS LIMITED,"['93110', '93120']",ltd,"[1, -1010101]","['2022-03-31', '2022-03-31']",2021-01-26,1,Carmarthen,Wales,SA33 6BE,Little Mill Equestrian Centre Felinfach
