companyNumber,companyName,sicCodes,companyType,cashInBank,financialYearEnd,dateOfIncorporation,ageOfCompany,location,country,postcode,streetAddress
08050720,MAGSFET VENTURES LIMITED,['70229'],ltd,"[-1010101, 4722]","['2021-04-30', '2020-04-30']",2012-04-30,10,Manchester,England,M27 8BT,4 Hewer Close
08053910,INTEGRAL EQUALITY LTD,['69201'],ltd,"[-1010101, -1010101]","['2021-04-30', '2020-04-30']",2012-05-02,10,Manchester,England,M28 7XU,9 Gambleside Close
08053230,TCB DRAINS & PLUMBING LTD,['82990'],ltd,"[183, 136]","['2021-07-31', '2020-07-31']",2012-05-01,10,Manchester,England,M24 4GT,18 Baguley Crescent Middleton
08056065,NORTH WEST WASTE LTD.,['38110'],ltd,"[155140, 179055]","['2021-03-31', '2020-03-31']",2012-05-03,10,Manchester,England,BL9 7ET,Unit 13 Pimhole Road
08057048,AKWAABA MUSIC LIMITED,['90010'],ltd,"[45752, 53726]","['2021-05-31', '2020-05-31']",2012-05-03,10,Manchester,England,M4 1LS,79 Tib Street
08058730,JV ASSOCIATES CONSULTING LIMITED,['46120'],ltd,"[-1010101, -1010101]","['2021-05-31', '2020-05-31']",2012-05-04,10,Manchester,England,M3 7BE,Unit 4
08060030,DIGITAL FIX LTD,['80200'],ltd,"[25730, 3533]","['2021-05-31', '2020-05-31']",2012-05-08,10,Manchester,England,SK8 3NU,40 Greenway Road
08059699,TURNLEC ENERGY SOLUTIONS LIMITED,"['43210', '74909']",ltd,"[1530, 14366]","['2021-05-31', '2020-05-31']",2012-05-08,10,Manchester,England,M26 3RZ,63 Harper Fold Road
08060683,EMERGING CONSULTING LIMITED,"['62090', '70229']",ltd,"[4161, 8261]","['2021-05-31', '2020-05-31']",2012-05-08,10,Manchester,England,M21 9DP,33 Neale Road
08090408,WARWICKGATE PROPERTY LTD,['68100'],ltd,"[3500, 3280]","['2021-05-31', '2020-05-31']",2012-05-31,10,Manchester,England,M45 8QP,245 Bury New Road
08092860,TRINITY LOGISTICS & SUPPLY CHAIN SOLUTION LIMITED,['52290'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2012-06-01,10,Manchester,England,M8 8HN,38g Derby Street
08093164,SOMERSET ESTATES (GB) LTD,"['68310', '68320']",ltd,"[1197, 1868]","['2021-06-30', '2020-06-30']",2012-06-01,10,Manchester,England,M24 4QX,199 Baguley Cres
08098734,ANTONY HODARI HOLDINGS LIMITED,['69102'],ltd,"[-1010101, -1010101]","['2021-10-31', '2020-10-31']",2012-06-08,10,Manchester,England,M2 2EE,83 Fountain Street
08099290,BLONDE & GINGER LIMITED,['47710'],ltd,"[2, 2]","['2021-06-30', '2020-06-30']",2012-06-11,10,Manchester,England,M1 5FW,Suite 1.3 Canada House
08108492,FUCHSIA HR LIMITED,['82990'],ltd,"[-1010101, -1010101]","['2021-07-31', '2020-07-31']",2012-06-18,10,Manchester,England,M27 5LJ,16 Barton Road
08108798,MANCHESTER EARLY LEARNING CENTRE LIMITED,['85100'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2012-06-18,10,Manchester,England,M19 1RG,902 Burnage Lane Burnage Lane
08114008,ZERO ONE CONSULTANTS LTD,"['69201', '69202', '69203', '82110']",ltd,"[85000, 68824]","['2021-06-30', '2020-06-30']",2012-06-21,10,Manchester,England,M8 5UB,7 Celia Street
08118589,HARBER INVESTMENTS,['64304'],private-unlimited,"[6698, -1010101]","['2020-03-31', '2013-03-31']",2012-06-26,10,Manchester,England,M3 3WR,C/O Alexander & Co Centurion House
08332432,JUSLYNN LIMITED,['46420'],ltd,"[100, 100]","['2021-03-31', '2020-03-31']",2012-12-17,10,Manchester,England,M1 3FH,3a Arthur House
08338318,WDH (LONDON) LIMITED,['86230'],ltd,"[-1010101, -1010101]","[-1010101, -1010101]",2012-12-20,10,Manchester,England,M1 3BE,Ams Medical Accountants 9 Portland Street
08339208,GENIE AND THE GEEK LIMITED,['70229'],ltd,"[2590, 23847]","['2021-08-31', '2020-08-31']",2012-12-21,10,Manchester,England,M1 3BE,C/O Ams Accountants Corporate
08348642,FRESH DEVS MANAGEMENT LTD,['82990'],ltd,"[1203, -1010101]","['2021-01-31', '2020-01-31']",2013-01-07,9,Manchester,England,M28 2PQ,26 Greenacre Lane
08349358,FRESHRB C.I.C.,"['59111', '59112', '59120', '59140']",ltd,"[-1010101, -1010101]","['2021-01-31', '2020-01-31']",2013-01-07,9,Manchester,England,M40 5AR,Number 3 Faversham Street
08353964,LEVEL 5 CONSULTANTS LTD,['70229'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2013-01-09,9,Manchester,England,BL7 9DX,Suite 9 Rockfield House Darwen Road
08352211,UK ELECTRIC & GAS LTD,"['42990', '62012', '68100', '74909']",ltd,"[1716, 19441]","['2021-01-31', '2020-01-31']",2013-01-08,9,Manchester,England,M24 6DP,Harewood House Suite A Rochdale Road
08357299,WT AUTOS LIMITED,['45200'],ltd,"[43273, 14341]","['2021-03-31', '2020-03-31']",2013-01-11,9,Manchester,England,M44 5XD,641-651 Liverpool Road
08359835,CITY FOOTBALL MARKETING LIMITED,['93199'],ltd,"[-1010101, -1010101]","['2021-06-30', '2020-06-30']",2013-01-14,9,Manchester,England,M11 4TQ,City Football Hq  400 Ashton New Road
08359891,WORLD OF DIFFERENCE LTD,['47750'],ltd,"[28536, 26096]","['2022-01-31', '2021-01-31']",2013-01-14,9,Manchester,England,M20 2QJ,4 Linden Road
08371474,DBX ACOUSTICS LTD,"['74100', '74901', '74909']",ltd,"[32347, 5995]","['2021-03-31', '2020-03-31']",2013-01-23,9,Manchester,England,M4 6JG,Beehive Mill
08370268,PERFUME ESSENCE LTD,['46450'],ltd,"[291497, 138784]","['2021-07-31', '2020-07-31']",2013-01-22,9,Manchester,England,M19 2BL,334 Slade Lane
